,Year,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
188,1997,UC Santa Barbara,Big West (West),12,15,69.0,71.7,-2.63,-0.89,-2.35,-2.62,-4.97
189,1997,Austin Peay,OVC,17,14,77.4,73.5,3.87,-7.32,1.65,-6.66,-5.01
190,1997,Fairfield,MAAC,11,19,66.4,69.2,-2.80,-2.38,-3.02,-2.17,-5.18
191,1997,American,CAA,11,16,67.8,71.1,-3.30,-0.44,-2.71,-2.50,-5.21
192,1997,McNeese State,Southland,18,12,82.0,77.1,4.93,-9.53,4.67,-10.02,-5.35
193,1997,Arkansas State,Sun Belt,15,12,73.6,73.0,0.67,-4.48,-0.87,-4.61,-5.48
194,1997,Hofstra,AEC,12,15,65.3,67.0,-1.70,-3.21,-5.70,0.22,-5.48
195,1997,George Mason,CAA,10,17,79.6,83.4,-3.81,-1.73,9.74,-15.28,-5.54
196,1997,Idaho State,Big Sky,14,13,73.7,71.9,1.85,-5.88,-1.42,-4.17,-5.59
197,1997,North Texas,Big West (East),10,16,66.9,70.2,-3.27,0.22,-3.61,-2.08,-5.70
198,1997,Pepperdine,WCC,6,21,60.4,65.6,-5.11,0.25,-9.77,4.02,-5.75
199,1997,DePaul,CUSA (Blue),3,23,55.2,67.7,-12.54,6.66,-9.39,3.55,-5.84
200,1997,Fordham,A-10 (East),6,21,61.6,71.3,-9.63,3.79,-6.38,0.54,-5.84
201,1997,Appalachian State,Southern (North),14,14,71.1,69.8,1.29,-4.92,-3.27,-2.65,-5.92
202,1997,Idaho,Big West (East),13,17,65.2,67.3,-2.07,1.59,-8.97,2.92,-6.05
203,1997,Louisiana,Sun Belt,12,16,73.4,76.6,-3.25,-2.80,2.62,-8.68,-6.05
204,1997,Mount St. Mary's,NEC,14,13,72.0,72.4,-0.41,-5.72,-1.48,-4.65,-6.13
205,1997,Drake,MVC,2,26,62.5,73.4,-10.82,4.66,-3.81,-2.35,-6.16
206,1997,Rider,NEC,14,14,71.0,70.8,0.21,-6.97,-3.81,-2.46,-6.27
207,1997,Loyola Marymount,WCC,7,21,68.4,74.6,-6.18,1.15,-2.09,-4.35,-6.44
208,1997,Portland,WCC,9,18,67.1,72.4,-5.30,-0.04,-3.04,-3.52,-6.56
209,1997,Cleveland State,MW Coll,9,19,64.7,72.1,-7.39,0.69,-2.32,-4.38,-6.70
210,1997,Manhattan,MAAC,9,18,60.5,64.0,-3.52,-3.19,-9.10,2.40,-6.71
211,1997,Wright State,MW Coll,7,20,65.3,70.7,-5.44,0.29,-3.20,-3.62,-6.83
212,1997,Charleston Southern,Big South,17,13,71.7,70.1,1.63,-6.56,-0.95,-5.97,-6.92
213,1997,Colgate,Patriot,12,16,71.6,72.1,-0.50,-6.44,-2.11,-4.83,-6.94
214,1997,Fairleigh Dickinson,NEC,18,10,72.4,73.9,-1.57,-5.48,-1.17,-5.88,-7.05
215,1997,UNC Asheville,Big South,18,10,69.0,69.2,-0.21,-5.39,-4.26,-2.84,-7.10
216,1997,Saint Peter's,MAAC,13,15,59.4,62.1,-2.79,-4.58,-11.86,4.50,-7.37
217,1997,Florida Atlantic,TAAC (East),16,11,70.2,67.1,3.04,-9.34,-4.89,-2.57,-7.46
218,1997,Texas State,Southland,16,13,70.5,69.4,1.07,-7.72,-5.76,-1.78,-7.54
219,1997,Towson,AEC,9,19,74.5,78.9,-4.46,-3.15,3.91,-11.45,-7.54
220,1997,Louisiana-Monroe,Southland,14,14,71.5,71.2,0.29,-5.85,-4.67,-2.89,-7.56
221,1997,Maine,AEC,11,20,63.5,66.3,-2.77,-3.33,-7.25,-0.33,-7.58
222,1997,Cornell,Ivy,15,11,64.5,63.4,1.08,-6.91,-8.76,0.93,-7.83
223,1997,Niagara,MAAC,11,17,69.6,74.7,-5.07,-2.80,-0.62,-7.25,-7.87
224,1997,Southern Utah,Ind,9,17,62.8,67.2,-4.38,1.77,-8.85,0.85,-8.00
225,1997,Saint Francis (PA),NEC,12,15,69.8,70.9,-1.07,-7.05,-4.30,-3.82,-8.12
226,1997,Tennessee Tech,OVC,15,13,75.8,72.8,2.93,-7.86,-1.62,-6.66,-8.28
227,1997,Siena,MAAC,9,18,65.5,70.1,-4.67,-3.90,-5.10,-3.47,-8.57
228,1997,The Citadel,Southern (South),13,14,70.7,68.8,1.93,-6.13,-4.73,-4.05,-8.78
229,1997,Radford,Big South,15,13,73.1,74.0,-0.89,-6.16,0.48,-9.35,-8.87
230,1997,Vermont,AEC,14,13,68.6,70.7,-2.04,-6.54,-4.01,-4.87,-8.88
231,1997,Troy,Mid-Cont,16,11,79.1,80.7,-1.59,-7.03,4.24,-13.30,-9.07
232,1997,North Carolina A&T,MEAC,15,13,72.0,70.2,1.79,-10.83,-4.88,-4.75,-9.63
233,1997,UNC Greensboro,Big South,10,20,63.2,68.8,-5.60,-4.15,-8.40,-1.35,-9.75
234,1997,Southeast Missouri State,OVC,12,18,71.8,75.5,-3.70,-5.14,-3.22,-6.84,-10.06
235,1997,Central Michigan,MAC,7,19,72.2,80.8,-8.62,-0.01,1.71,-11.92,-10.21
236,1997,Kansas City,Mid-Cont,10,17,70.6,75.5,-4.96,-3.25,-2.58,-7.79,-10.37
237,1997,Youngstown State,Mid-Cont,9,18,63.4,65.9,-2.41,-7.10,-12.09,1.61,-10.49
238,1997,Mississippi Valley State,SWAC,19,10,83.2,78.6,4.59,-12.98,3.31,-13.85,-10.54
239,1997,Tennessee-Martin,OVC,11,16,68.2,70.7,-2.52,-7.06,-8.57,-2.05,-10.62
240,1997,Northwestern State,Southland,13,15,72.9,72.9,-0.04,-9.33,-4.93,-5.88,-10.81
241,1997,Milwaukee,MW Coll,8,20,57.0,66.6,-9.57,-0.61,-11.79,0.74,-11.05
242,1997,Western Carolina,Southern (South),14,13,73.7,74.5,-0.78,-4.46,-2.45,-8.63,-11.08
243,1997,Wagner,NEC,10,17,72.3,76.7,-4.41,-6.78,-2.09,-9.10,-11.19
244,1997,Eastern Washington,Big Sky,7,19,68.8,75.0,-6.12,-3.64,-5.22,-5.98,-11.20
245,1997,Samford,TAAC (West),19,9,68.9,66.5,2.46,-12.88,-9.56,-1.74,-11.30
246,1997,Yale,Ivy,10,16,63.1,66.6,-3.54,-6.73,-8.93,-2.48,-11.41
247,1997,Jackson State,SWAC,14,16,71.3,74.9,-3.63,-7.44,-6.14,-5.33,-11.47
248,1997,VMI,Southern (North),12,16,77.5,78.1,-0.61,-4.86,0.81,-12.31,-11.50
249,1997,Tennessee State,OVC,9,18,73.6,79.1,-5.56,-6.01,-2.30,-9.26,-11.57
250,1997,South Carolina State,MEAC,14,14,67.8,70.2,-2.39,-9.40,-7.81,-3.79,-11.60
251,1997,Central Connecticut State,Mid-Cont,8,19,62.0,67.1,-5.11,-6.92,-12.48,0.45,-12.03
252,1997,Bethune-Cookman,MEAC,12,16,68.3,70.9,-2.64,-9.44,-7.01,-5.10,-12.10
253,1997,Northeastern,AEC,7,20,63.7,72.6,-8.85,-3.38,-8.73,-3.50,-12.23
254,1997,Coastal Carolina,Big South,11,16,63.6,67.6,-4.00,-6.69,-8.99,-3.32,-12.31
255,1997,Eastern Illinois,OVC,12,15,74.0,76.3,-2.33,-7.62,-2.06,-10.45,-12.50
256,1997,Furman,Southern (South),10,17,66.0,70.0,-3.96,-6.36,-8.22,-4.58,-12.80
257,1997,Maryland-Eastern Shore,MEAC,11,17,75.0,74.4,0.61,-9.16,-4.17,-8.87,-13.04
258,1997,Nicholls State,Southland,10,16,78.3,81.4,-3.04,-6.63,1.95,-14.99,-13.04
259,1997,Brigham Young,WAC (Mountain),1,25,59.5,79.3,-19.77,6.48,-7.25,-6.04,-13.29
260,1997,St. Francis (NY),NEC,13,15,65.0,69.2,-4.18,-9.15,-10.23,-3.10,-13.33
261,1997,New Hampshire,AEC,7,20,58.9,69.1,-10.22,-3.33,-12.67,-0.88,-13.55
262,1997,Columbia,Ivy,6,20,62.3,70.2,-7.85,-4.38,-8.12,-5.66,-13.78
263,1997,Stephen F. Austin,Southland,12,15,75.9,77.7,-1.89,-8.12,-2.47,-11.53,-14.00
264,1997,Jacksonville,Sun Belt,5,23,74.1,86.9,-12.79,-1.24,4.86,-18.89,-14.03
265,1997,UTSA,Southland,9,17,74.8,79.6,-4.73,-8.26,-1.04,-13.43,-14.47
266,1997,Brown,Ivy,4,22,53.3,65.6,-12.35,-2.15,-16.53,2.04,-14.49
267,1997,Holy Cross,Patriot,8,19,67.2,73.6,-6.33,-8.21,-6.47,-8.07,-14.54
268,1997,Campbell,TAAC (East),11,16,65.6,70.6,-5.07,-7.25,-9.36,-5.37,-14.73
269,1997,Hampton,MEAC,8,19,67.3,72.3,-5.04,-9.94,-8.36,-6.61,-14.98
270,1997,Stetson,TAAC (East),9,18,62.2,66.7,-4.48,-9.02,-13.59,-1.47,-15.06
271,1997,Winthrop,Big South,12,15,71.3,71.9,-0.63,-7.08,-4.97,-10.10,-15.08
272,1997,Texas Southern,SWAC,12,16,71.9,76.1,-4.14,-9.99,-4.31,-10.91,-15.22
273,1997,UT Arlington,Southland,12,15,65.6,71.1,-5.52,-8.16,-12.18,-3.11,-15.28
274,1997,Robert Morris,NEC,4,23,66.1,76.7,-10.59,-4.76,-7.71,-7.65,-15.36
275,1997,Wofford,Ind,7,20,65.0,73.6,-8.67,-4.09,-7.92,-7.50,-15.42
276,1997,Sam Houston State,Southland,8,18,64.6,74.6,-10.00,-5.50,-10.00,-5.51,-15.50
277,1997,Alcorn State,SWAC,11,17,72.2,76.4,-4.25,-10.16,-5.44,-10.10,-15.53
278,1997,Morgan State,MEAC,9,18,68.0,75.8,-7.85,-7.62,-6.66,-9.04,-15.69
279,1997,Lafayette,Patriot,11,17,68.0,72.7,-4.75,-7.28,-6.32,-9.46,-15.78
280,1997,Jacksonville State,TAAC (West),10,17,71.9,74.7,-2.78,-12.51,-6.68,-9.15,-15.83
281,1997,Georgia State,TAAC (West),10,17,68.3,71.5,-3.19,-11.36,-9.18,-6.67,-15.84
282,1997,Morehead State,OVC,8,19,81.7,86.9,-5.19,-7.16,3.68,-19.80,-16.12
283,1997,Marist,NEC,6,22,64.2,73.7,-9.50,-6.77,-11.34,-4.93,-16.27
284,1997,Eastern Kentucky,OVC,8,18,68.3,77.1,-8.77,-7.19,-8.26,-8.17,-16.43
285,1997,Army,Patriot,10,16,70.0,74.7,-4.69,-8.68,-5.47,-11.33,-16.80
286,1997,Maryland-Baltimore County,Big South,5,22,58.6,68.4,-9.85,-6.30,-15.16,-2.18,-17.34
287,1997,Texas-Rio Grande Valley,Sun Belt,3,25,55.5,67.9,-12.43,-2.61,-16.89,-0.45,-17.34
288,1997,Florida A&M,MEAC,8,19,68.9,77.9,-8.96,-8.96,-5.68,-12.24,-17.92
289,1997,Howard,MEAC,7,20,71.7,81.6,-9.96,-7.65,-3.21,-14.70,-17.92
290,1997,Grambling,SWAC,10,17,67.3,70.0,-2.78,-11.54,-10.77,-7.29,-18.06
291,1997,Centenary (LA),TAAC (West),9,18,73.7,81.2,-7.52,-8.09,-3.00,-15.09,-18.09
292,1997,Central Florida,TAAC (East),7,19,68.8,76.5,-7.65,-8.78,-5.62,-12.66,-18.28
293,1997,Delaware State,MEAC,7,20,67.1,78.5,-11.37,-7.10,-7.75,-10.73,-18.47
294,1997,Southern,SWAC,10,17,80.5,84.1,-3.59,-11.38,0.59,-19.14,-18.55
295,1997,Chicago State,Mid-Cont,4,23,69.0,85.9,-16.85,-2.22,-2.33,-16.74,-19.07
296,1997,Southeastern Louisiana,TAAC (West),10,18,73.4,79.0,-5.61,-12.41,-5.46,-13.83,-19.29
297,1997,East Tennessee State,Southern (North),7,20,59.9,72.6,-12.78,-4.17,-14.39,-5.02,-19.41
298,1997,UC Irvine,Big West (West),1,25,58.2,79.5,-21.23,1.19,-12.04,-8.00,-20.05
299,1997,Georgia Southern,Southern (South),10,18,61.5,72.0,-10.46,-7.11,-14.09,-6.52,-20.61
300,1997,Sacramento State,Big Sky,3,23,59.7,78.0,-18.31,-0.92,-11.88,-8.78,-20.66
301,1997,Alabama State,SWAC,8,21,65.5,79.9,-14.45,-8.34,-14.28,-7.52,-21.80
302,1997,Prairie View,SWAC,10,17,72.1,81.0,-8.85,-7.98,-6.84,-15.14,-21.98
303,1997,Lehigh,Patriot,1,26,64.7,82.1,-17.44,-6.66,-7.74,-16.37,-24.10
304,1997,Mercer,TAAC (West),3,23,64.3,80.8,-16.42,-10.61,-12.55,-15.31,-27.86
0,1998,Duke,ACC,32,4,85.6,64.1,21.50,9.32,18.44,11.12,29.55
1,1998,North Carolina,ACC,34,4,81.9,65.6,16.29,10.38,17.14,9.53,26.67
2,1998,Arizona,Pac-10,30,5,90.8,74.6,16.20,8.36,22.24,2.32,24.56
3,1998,Kentucky,SEC (East),35,4,80.1,67.0,13.10,9.85,13.42,9.53,22.95
4,1998,Kansas,Big 12,35,4,84.6,67.4,17.23,6.51,15.49,7.34,22.83
5,1998,TCU,WAC (Pacific),27,6,97.2,77.9,19.36,2.70,25.89,-3.60,22.29
6,1998,Connecticut,Big East (Big East 6),32,5,76.6,63.9,12.78,7.89,9.33,11.35,20.67
7,1998,Purdue,Big Ten,28,8,83.7,72.3,11.44,9.23,17.01,3.66,20.67
8,1998,Xavier,A-10 (West),22,8,83.5,68.8,14.70,4.76,15.11,4.34,19.46
9,1998,Stanford,Pac-10,30,5,80.2,68.3,11.91,8.12,10.95,8.00,18.95
10,1998,Maryland,ACC,21,11,78.8,72.1,6.69,12.10,13.80,4.99,18.79
11,1998,Michigan,Big Ten,25,9,77.4,67.2,10.18,9.64,10.38,8.41,18.79
12,1998,Michigan State,Big Ten,22,8,73.4,64.0,9.40,9.25,7.43,11.22,18.65
13,1998,Cincinnati,CUSA (American),27,6,76.1,63.2,12.88,4.97,7.93,9.92,17.85
14,1998,Iowa,Big Ten,20,11,80.2,67.5,12.74,6.05,12.08,5.17,17.25
15,1998,Mississippi,SEC (West),22,7,80.5,68.1,12.41,7.07,12.39,4.84,17.22
16,1998,Clemson,ACC,18,14,72.2,65.3,6.84,10.33,6.40,10.77,17.17
17,1998,Utah,WAC (Mountain),30,4,70.0,57.6,12.41,4.90,2.74,14.35,17.08
18,1998,West Virginia,Big East (Big East 6),24,9,80.2,69.2,11.06,6.95,12.02,4.22,16.24
19,1998,Arkansas,SEC (West),24,9,82.3,72.4,9.91,5.79,15.08,1.09,16.17
20,1998,Illinois,Big Ten,23,10,69.7,63.5,6.24,8.97,3.44,11.78,15.21
21,1998,New Mexico,WAC (Mountain),24,8,75.7,65.9,9.81,5.17,7.24,7.74,14.98
22,1998,Oklahoma State,Big 12,22,7,78.9,69.2,9.66,4.64,6.65,7.65,14.30
23,1998,Indiana,Big Ten,20,12,76.8,73.3,3.47,10.71,12.02,2.17,14.18
24,1998,Georgia,SEC (East),20,15,75.8,71.7,4.09,9.03,8.07,5.04,13.11
25,1998,UCLA,Pac-10,24,9,83.1,80.4,2.70,10.99,16.14,-3.12,13.03
26,1998,Florida State,ACC,18,14,71.5,69.3,2.16,10.78,5.71,7.23,12.93
27,1998,Georgia Tech,ACC,19,14,76.3,72.2,4.12,8.70,10.06,2.76,12.82
28,1998,Rhode Island,A-10 (East),25,9,77.7,71.6,6.15,6.42,11.01,1.55,12.57
29,1998,South Carolina,SEC (East),23,8,71.3,67.4,3.97,8.77,4.81,7.70,12.51
30,1998,Temple,A-10 (East),21,9,65.7,60.7,5.00,7.50,-1.60,14.10,12.50
31,1998,Charlotte,CUSA (American),20,11,73.6,68.2,5.48,6.72,7.81,4.40,12.21
32,1998,Massachusetts,A-10 (East),21,11,69.7,65.0,4.72,7.27,2.82,9.18,11.99
33,1998,Minnesota,Big Ten,20,15,72.3,68.7,3.63,8.32,5.94,6.00,11.95
34,1998,Syracuse,Big East (Big East 7),26,9,70.9,67.0,3.89,7.98,3.89,7.98,11.87
35,1998,Vanderbilt,SEC (East),20,13,74.8,70.2,4.67,7.01,7.98,3.70,11.68
36,1998,Princeton,Ivy,27,2,66.5,51.4,15.07,-3.60,-3.10,14.64,11.54
37,1998,St. John's (NY),Big East (Big East 6),22,10,72.9,68.2,4.75,6.76,5.28,6.00,11.28
38,1998,Hawaii,WAC (Pacific),21,9,77.6,70.8,6.83,4.38,6.06,5.15,11.22
39,1998,Tennessee,SEC (East),20,9,75.9,70.6,5.24,5.91,7.92,3.23,11.15
40,1998,Miami (FL),Big East (Big East 7),18,10,70.1,65.6,4.50,6.37,1.89,8.98,10.87
41,1998,NC State,ACC,17,15,64.4,62.1,2.31,8.53,-2.97,13.81,10.84
42,1998,Marquette,CUSA (American),20,11,65.3,60.0,5.29,5.26,-2.07,12.61,10.55
43,1998,Gonzaga,WCC,24,10,80.3,69.3,10.94,1.72,9.66,0.84,10.50
44,1998,Penn State,Big Ten,19,13,72.9,68.8,4.16,6.42,6.31,4.18,10.48
45,1998,Washington,Pac-10,20,10,78.6,76.6,2.00,8.28,10.84,-0.56,10.28
46,1998,Western Michigan,MAC (West),21,8,78.8,70.4,8.38,1.90,8.48,1.80,10.28
47,1998,George Washington,A-10 (West),24,9,73.2,68.0,5.15,4.76,4.60,5.32,9.91
48,1998,Detroit Mercy,MW Coll,25,6,74.6,63.1,11.52,0.49,3.30,6.57,9.86
49,1998,Illinois State,MVC,25,6,76.2,69.1,7.16,3.41,6.62,3.02,9.64
50,1998,Wake Forest,ACC,16,14,65.8,66.5,-0.73,10.36,0.83,8.79,9.62
51,1998,Rutgers,Big East (Big East 7),14,15,69.2,66.5,2.72,6.74,2.25,7.22,9.47
52,1998,Saint Louis,CUSA (American),22,11,67.3,63.3,3.97,5.50,-0.27,9.74,9.47
53,1998,Oklahoma,Big 12,22,11,74.6,68.3,6.33,4.19,3.84,5.57,9.41
54,1998,Kansas State,Big 12,17,12,74.5,68.6,5.97,3.42,5.49,3.90,9.39
55,1998,Fresno State,WAC (Pacific),21,13,83.4,77.3,6.06,5.63,13.15,-3.83,9.32
56,1998,Illinois-Chicago,MW Coll,22,6,74.6,66.1,8.54,0.67,6.59,2.62,9.21
57,1998,Florida,SEC (East),14,15,76.1,73.6,2.55,6.42,7.67,1.31,8.97
58,1998,Southern Mississippi,CUSA (National),22,11,69.2,62.3,6.85,2.42,-0.29,9.21,8.92
59,1998,Dayton,A-10 (West),21,12,76.1,71.3,4.76,4.04,6.47,2.33,8.80
60,1998,Georgetown,Big East (Big East 7),16,15,71.7,66.2,5.52,5.99,2.62,6.12,8.75
61,1998,Nebraska,Big 12,20,12,71.6,68.5,3.06,5.65,3.41,5.30,8.72
62,1998,Iona,MAAC,27,6,80.4,69.5,10.82,-2.08,7.41,1.14,8.55
63,1998,Pacific,Big West (West),23,10,73.1,63.2,9.85,-0.55,0.88,7.63,8.51
64,1998,California,Pac-10,12,15,70.3,69.5,0.85,7.95,0.49,7.85,8.33
65,1998,Memphis,CUSA (National),17,12,74.2,71.7,2.48,5.56,6.92,1.12,8.04
66,1998,Arizona State,Pac-10,18,14,84.5,84.0,0.47,7.98,15.34,-7.42,7.92
67,1998,Louisville,CUSA (American),12,20,70.8,72.0,-1.13,9.03,4.60,3.30,7.90
68,1998,San Francisco,WCC,19,11,73.2,66.3,6.93,1.31,3.12,4.67,7.80
69,1998,Mississippi State,SEC (West),15,15,71.0,68.4,2.60,5.12,2.62,5.13,7.75
70,1998,Alabama,SEC (West),15,16,69.9,69.0,0.94,6.47,0.68,7.06,7.74
71,1998,South Alabama,Sun Belt,21,7,65.0,54.5,10.50,-2.93,-7.78,15.35,7.57
72,1998,Ball State,MAC (West),21,8,78.4,69.1,9.28,0.68,6.66,0.80,7.46
73,1998,Missouri State,MVC,16,16,74.0,70.2,3.81,3.64,5.16,2.30,7.46
74,1998,Auburn,SEC (West),16,14,68.9,67.3,1.63,5.94,1.06,6.38,7.44
75,1998,Nevada-Las Vegas,WAC (Mountain),20,13,69.5,66.6,2.88,5.34,1.47,5.97,7.43
76,1998,Wisconsin,Big Ten,12,19,60.5,62.6,-2.03,9.22,-4.82,12.00,7.19
77,1998,Providence,Big East (Big East 7),13,16,65.4,66.1,-0.69,7.77,-1.73,8.81,7.08
78,1998,UAB,CUSA (National),21,12,75.2,72.2,3.06,4.66,6.57,0.31,6.88
79,1998,Murray State,OVC,29,4,86.7,70.7,16.00,-6.35,10.98,-4.15,6.82
80,1998,Missouri,Big 12,17,15,71.3,71.8,-0.59,7.41,3.12,3.70,6.81
81,1998,Villanova,Big East (Big East 6),12,17,69.8,72.1,-2.31,9.06,3.45,3.30,6.75
82,1998,Eastern Michigan,MAC (West),20,10,79.8,75.5,4.27,2.67,10.37,-3.67,6.70
83,1998,Utah State,Big West (East),25,8,72.0,64.8,7.12,1.44,-1.08,7.62,6.54
84,1998,Northern Arizona,Big Sky,21,8,80.2,67.4,12.83,-5.14,2.97,3.53,6.50
85,1998,Tulsa,WAC (Pacific),19,12,68.2,64.9,3.26,3.18,-2.50,8.91,6.41
86,1998,Richmond,CAA,23,8,70.0,61.9,8.03,-1.70,1.04,5.30,6.34
87,1998,Colorado State,WAC (Mountain),20,9,68.9,62.1,6.79,1.68,-1.41,7.69,6.28
88,1998,Creighton,MVC,18,10,75.0,69.9,5.07,1.21,6.17,0.11,6.28
89,1998,Seton Hall,Big East (Big East 7),15,15,67.6,68.7,-1.10,7.73,1.04,5.20,6.24
90,1998,Virginia,ACC,11,19,65.7,70.0,-4.30,10.33,0.27,5.76,6.03
91,1998,Oregon,Pac-10,13,14,68.9,70.1,-1.26,7.19,-1.40,7.36,5.96
92,1998,Southern Methodist,WAC (Pacific),18,10,76.5,70.3,6.21,0.63,4.84,0.98,5.82
93,1998,Akron,MAC (East),17,10,75.3,67.6,7.74,-0.66,2.70,2.87,5.57
94,1998,Santa Clara,WCC,18,10,73.2,68.0,5.25,2.26,2.81,2.74,5.55
95,1998,Notre Dame,Big East (Big East 6),13,14,70.2,71.0,-0.74,6.28,3.44,2.11,5.54
96,1998,Wyoming,WAC (Mountain),19,9,63.8,59.1,4.64,1.57,-5.78,11.31,5.53
97,1998,Boston College,Big East (Big East 6),15,16,69.9,70.9,-1.00,6.47,2.83,2.31,5.14
98,1998,Washington State,Pac-10,10,19,71.8,72.0,-0.17,7.79,0.68,4.31,4.98
99,1998,Butler,MW Coll,22,11,67.5,62.2,5.33,2.77,-2.38,7.25,4.87
100,1998,Pepperdine,WCC,17,10,69.8,65.9,3.93,0.81,-1.20,5.94,4.74
101,1998,Oregon State,Pac-10,13,17,70.7,69.8,0.93,6.18,-1.65,6.37,4.72
102,1998,Toledo,MAC (West),15,12,70.6,64.8,5.78,0.20,-1.69,6.24,4.55
103,1998,Texas,Big 12,14,17,79.5,81.4,-1.94,6.47,11.15,-6.61,4.53
104,1998,College of Charleston,TAAC (East),24,6,70.1,55.4,14.67,-9.03,-6.69,11.13,4.44
105,1998,Bradley,MVC,15,14,64.6,61.1,3.45,2.12,-5.24,9.47,4.23
106,1998,St. Bonaventure,A-10 (East),17,15,65.8,65.1,0.69,3.42,-3.75,7.86,4.11
107,1998,Texas Tech,Big 12,13,14,77.3,78.6,-1.30,5.37,7.10,-3.03,4.07
108,1998,Green Bay,MW Coll,17,12,64.4,59.9,4.52,-0.57,-5.84,9.77,3.93
109,1998,New Mexico State,Big West (East),18,12,75.0,69.0,6.03,0.07,2.27,1.49,3.76
110,1998,Miami (OH),MAC (East),17,12,69.2,66.6,2.55,1.94,-2.52,6.14,3.62
111,1998,Indiana State,MVC,16,11,69.4,66.6,2.81,0.64,-0.41,3.87,3.46
112,1998,William & Mary,CAA,20,7,69.9,61.8,8.15,-4.00,0.06,3.24,3.31
113,1998,Virginia Tech,A-10 (West),10,17,66.2,67.6,-1.44,4.66,-2.90,6.11,3.21
114,1998,Baylor,Big 12,14,14,70.4,72.1,-1.71,4.90,-0.62,3.80,3.19
115,1998,Fairleigh Dickinson,NEC,23,7,83.7,75.1,8.60,-5.38,9.43,-6.54,2.90
116,1998,Montana State,Big Sky,19,11,79.9,69.9,10.07,-3.96,4.09,-1.33,2.76
117,1998,South Florida,CUSA (National),17,13,65.8,66.3,-0.47,3.16,-2.69,5.39,2.69
118,1998,Pittsburgh,Big East (Big East 7),11,16,73.6,76.9,-3.30,5.95,6.62,-3.96,2.66
119,1998,Long Island University,NEC,21,11,96.9,86.8,10.19,-2.04,20.54,-17.92,2.62
120,1998,Florida International,TAAC (East),21,8,87.3,79.1,8.21,-5.67,14.35,-11.81,2.54
121,1998,Boise State,Big West (East),17,13,72.4,69.1,3.30,-0.53,-0.65,3.11,2.47
122,1998,Northwestern,Big Ten,10,17,60.6,63.9,-3.26,5.59,-8.14,10.47,2.33
123,1998,Colorado,Big 12,13,14,71.4,73.0,-1.56,4.45,2.72,-0.57,2.15
124,1998,Southern California,Pac-10,9,19,75.0,80.4,-5.36,7.48,6.05,-3.93,2.12
125,1998,Idaho,Big West (East),15,12,70.7,68.6,2.15,0.73,-1.43,3.52,2.09
126,1998,Ohio State,Big Ten,8,22,65.9,72.8,-6.90,8.73,-0.99,2.82,1.83
127,1998,Southern Illinois,MVC,14,18,70.8,70.6,0.25,2.32,6.86,-5.06,1.80
128,1998,Valparaiso,Mid-Cont,23,10,73.9,68.4,5.55,-2.66,-0.21,1.97,1.76
129,1998,Evansville,MVC,15,15,70.0,66.8,3.13,-0.36,-0.92,2.62,1.71
130,1998,Saint Joseph's,A-10 (East),11,17,66.9,70.8,-3.89,5.46,-0.41,1.97,1.56
131,1998,Rider,MAAC,18,10,70.4,65.9,4.57,-3.31,-2.16,3.42,1.26
132,1998,Arkansas State,Sun Belt,20,9,74.8,70.5,4.31,-3.09,2.46,-1.24,1.22
133,1998,Louisiana State,SEC (West),9,18,62.2,65.4,-3.15,6.20,-8.37,9.45,1.08
134,1998,Wichita State,MVC,16,15,63.5,64.5,-0.94,1.89,-6.36,7.32,0.95
135,1998,Nevada,Big West (East),16,12,77.0,75.7,1.32,0.69,6.28,-5.51,0.77
136,1998,Iowa State,Big 12,12,18,63.7,67.7,-4.03,6.01,-6.36,7.12,0.76
137,1998,UTEP,WAC (Mountain),12,14,64.2,65.8,-1.54,2.99,-4.69,5.26,0.57
138,1998,Niagara,MAAC,14,13,72.3,70.4,1.93,-1.42,0.28,0.23,0.51
139,1998,UNC Wilmington,CAA,20,11,61.9,61.5,0.48,-0.08,-6.56,6.97,0.40
140,1998,Oral Roberts,Mid-Cont,19,12,80.2,72.1,8.10,-4.93,5.62,-5.27,0.35
141,1998,Siena,MAAC,17,12,83.3,80.1,3.24,-2.95,11.53,-11.24,0.29
142,1998,Texas A&M,Big 12,7,20,75.0,77.4,-2.33,2.37,4.25,-4.21,0.04
143,1998,Boston University,AEC,19,11,70.0,67.5,2.50,-2.53,-2.17,2.14,-0.03
144,1998,Brigham Young,WAC (Mountain),9,21,63.5,69.8,-6.23,6.12,-1.36,1.25,-0.11
145,1998,Weber State,Big Sky,14,13,72.5,71.3,1.19,-1.10,0.26,-0.45,-0.19
146,1998,Louisiana,Sun Belt,18,13,75.4,73.5,1.81,-1.44,4.30,-4.58,-0.28
147,1998,Duquesne,A-10 (West),11,19,72.4,77.7,-5.23,4.66,4.02,-4.60,-0.57
148,1998,Pennsylvania,Ivy,17,12,71.7,69.3,2.45,-2.89,1.95,-2.63,-0.68
149,1998,Davidson,Southern (North),20,10,71.3,66.2,5.03,-3.74,-2.05,1.34,-0.71
150,1998,New Orleans,Sun Belt,15,12,69.3,67.1,2.11,-2.98,-2.45,1.59,-0.87
151,1998,Northern Iowa,MVC,10,17,69.2,70.4,-1.15,0.17,-1.19,0.21,-0.98
152,1998,San Diego State,WAC (Pacific),13,15,69.3,73.2,-3.96,3.44,-0.46,-0.59,-1.04
