,Year,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
41,2014,Xavier,Big East,21,13,71.8,68.1,3.71,8.14,5.63,6.21,11.84,113.31,95.48,17.83
42,2014,West Virginia,Big 12,17,16,77.2,73.4,3.76,8.02,10.02,1.76,11.78,115.18,98.15,17.03
43,2014,Minnesota,Big Ten,25,13,71.4,67.7,3.71,8.34,6.08,5.67,11.75,113.21,95.19,18.02
44,2014,St. John's (NY),Big East,20,13,72.8,67.7,5.12,6.56,5.82,5.86,11.68,107.93,90.14,17.79
45,2014,Brigham Young,WCC,23,12,83.7,77.3,6.43,5.72,15.10,-3.46,11.63,113.27,96.69,16.59
46,2014,Saint Louis,A-10,27,7,69.8,61.9,7.91,4.24,2.13,9.50,11.63,104.20,86.93,17.27
47,2014,Providence,Big East,23,12,73.3,69.8,3.51,7.85,6.93,4.43,11.37,113.81,96.47,17.34
48,2014,Maryland,ACC,17,15,70.9,67.7,3.25,8.08,6.32,5.01,11.33,108.53,90.92,17.60
49,2014,Indiana,Big Ten,17,15,72.3,67.6,4.69,6.64,5.99,5.33,11.32,107.24,91.30,15.94
50,2014,Clemson,ACC,23,13,63.5,58.4,5.11,5.97,-3.75,14.83,11.08,106.93,89.53,17.40
51,2014,Georgetown,Big East,18,15,71.0,68.3,2.70,8.27,4.36,6.60,10.96,112.80,96.17,16.64
52,2014,Colorado,Pac-12,23,12,70.2,68.2,2.00,8.80,4.06,6.74,10.80,108.96,93.38,15.58
53,2014,Harvard,Ivy,27,5,73.2,61.0,12.22,-0.47,3.99,6.79,10.79,109.54,92.13,17.41
54,2014,California,Pac-12,21,14,72.4,69.1,3.26,7.44,5.51,5.19,10.70,111.28,95.37,15.92
55,2014,Massachusetts,A-10,24,9,75.8,71.2,4.61,6.00,9.22,1.39,10.61,108.28,92.51,15.77
56,2014,George Washington,A-10,24,9,73.2,67.0,6.18,4.42,4.78,5.82,10.60,110.22,94.38,15.85
57,2014,Dayton,A-10,26,11,72.2,67.0,5.22,5.34,5.03,5.52,10.55,112.53,96.29,16.25
58,2014,Illinois,Big Ten,20,15,64.2,62.2,2.06,8.28,-1.50,11.84,10.33,106.81,90.69,16.12
59,2014,Nebraska,Big Ten,19,13,66.8,65.2,1.63,8.50,2.73,7.40,10.13,108.66,93.02,15.64
60,2014,Marquette,Big East,17,15,72.2,68.7,3.47,6.61,5.65,4.43,10.08,109.33,94.41,14.92
61,2014,Missouri,SEC,23,12,72.9,69.7,3.20,6.86,7.06,3.00,10.06,113.26,98.35,14.92
62,2014,Louisiana State,SEC,20,14,74.7,71.3,3.44,6.61,8.26,1.79,10.05,109.36,94.35,15.01
63,2014,Saint Mary's (CA),WCC,23,12,71.5,65.5,6.00,4.29,2.01,7.34,9.35,112.09,97.81,14.28
64,2014,Saint Joseph's,A-10,24,10,71.6,67.6,3.97,5.08,4.20,4.85,9.05,110.99,96.86,14.12
65,2014,NC State,ACC,22,14,71.1,69.6,1.58,7.44,6.58,2.45,9.02,112.45,98.34,14.11
66,2014,Boise State,MWC,21,13,76.2,69.0,7.18,3.86,6.80,2.02,8.83,114.21,101.04,13.17
67,2014,Texas Tech,Big 12,14,18,68.4,68.4,0.00,8.61,0.58,8.03,8.61,111.35,98.93,12.42
68,2014,Nevada-Las Vegas,MWC,20,13,71.4,65.6,5.79,2.76,2.94,5.61,8.55,106.33,93.41,12.92
69,2014,Alabama,SEC,13,19,67.8,67.2,0.63,8.88,0.09,8.25,8.34,107.24,94.71,12.54
70,2014,Purdue,Big Ten,15,17,72.3,71.7,0.59,7.62,7.14,1.08,8.21,107.95,95.72,12.23
71,2014,Notre Dame,ACC,15,17,72.0,70.6,1.41,6.78,5.59,2.60,8.19,113.60,101.43,12.17
72,2014,Georgia,SEC,20,14,68.9,66.8,2.12,5.78,1.11,6.79,7.90,107.75,95.65,12.11
73,2014,Mississippi,SEC,19,14,75.2,72.7,2.48,5.36,8.78,-0.94,7.84,109.71,97.70,12.01
74,2014,Penn State,Big Ten,16,18,70.9,70.2,0.62,7.06,4.61,3.07,7.68,110.30,98.30,11.99
75,2014,Miami (FL),ACC,17,16,61.5,59.5,1.97,5.63,-4.59,12.19,7.60,107.71,95.52,12.19
76,2014,Seton Hall,Big East,17,17,71.8,69.9,1.97,5.56,3.43,4.10,7.53,108.85,97.65,11.20
77,2014,Green Bay,Horizon,24,7,74.3,64.5,9.84,0.11,3.20,3.98,7.18,106.26,94.97,11.29
78,2014,Butler,Big East,14,17,68.5,66.6,1.97,6.98,0.17,6.87,7.04,106.02,95.85,10.17
79,2014,Southern Mississippi,CUSA,29,7,72.1,63.3,8.78,-0.08,0.39,6.45,6.84,108.27,97.47,10.80
80,2014,North Dakota State,Summit,26,7,75.5,65.6,9.94,-0.02,3.55,2.76,6.31,113.60,103.27,10.33
81,2014,Washington,Pac-12,17,15,74.5,74.7,-0.19,6.45,7.60,-1.34,6.26,111.18,101.53,9.65
82,2014,Tulsa,CUSA,21,13,72.7,67.6,5.06,1.17,3.09,3.14,6.23,104.63,94.77,9.86
83,2014,New Mexico State,WAC,26,10,77.0,67.1,9.89,-2.58,5.27,0.90,6.16,109.78,99.67,10.11
84,2014,Georgia State,Sun Belt,25,9,77.7,68.5,9.15,-2.56,5.94,0.10,6.04,113.37,103.41,9.96
85,2014,Manhattan,MAAC,25,8,77.0,70.0,6.94,-0.90,5.20,0.84,6.04,104.06,95.39,8.67
86,2014,Oregon State,Pac-12,16,16,75.8,75.6,0.16,5.87,6.99,-0.96,6.03,111.26,102.54,8.71
87,2014,Iona,MAAC,22,11,83.6,77.6,6.06,-0.10,12.48,-6.52,5.96,115.91,107.15,8.76
88,2014,San Francisco,WCC,21,12,74.8,71.4,3.39,4.28,4.60,1.32,5.92,110.72,100.97,9.75
89,2014,St. Bonaventure,A-10,18,15,73.4,70.1,3.27,2.64,3.82,2.10,5.92,107.69,98.29,9.41
90,2014,Richmond,A-10,19,14,66.5,65.2,1.39,4.30,-2.05,7.75,5.70,103.37,94.06,9.32
91,2014,Vanderbilt,SEC,15,16,64.6,65.5,-0.97,6.49,-2.70,8.22,5.52,103.38,94.92,8.46
92,2014,Texas A&M,SEC,18,16,64.7,62.8,1.88,3.62,-3.64,9.14,5.50,101.04,92.44,8.60
93,2014,Wake Forest,ACC,17,16,69.7,70.9,-1.24,6.73,3.17,2.32,5.49,105.69,97.41,8.28
94,2014,South Carolina,SEC,14,20,68.3,69.9,-1.56,6.96,2.10,3.30,5.41,106.31,97.74,8.57
95,2014,Mercer,A-Sun,27,9,78.8,66.9,11.83,-3.42,4.06,1.28,5.33,108.49,99.48,9.02
96,2014,Northern Iowa,MVC,16,15,72.8,69.3,3.45,2.85,4.51,0.77,5.29,111.61,102.76,8.85
97,2014,Georgia Tech,ACC,16,17,66.7,66.8,-0.12,5.24,0.31,4.81,5.12,103.93,96.09,7.84
98,2014,Auburn,SEC,14,16,71.5,71.8,-0.37,5.47,4.68,0.42,5.11,108.58,100.44,8.13
99,2014,Stephen F. Austin,Southland,32,3,76.0,63.4,12.63,-6.76,-0.30,5.12,4.82,108.88,100.70,8.17
100,2014,Middle Tennessee,CUSA,24,9,70.9,62.6,8.24,-0.78,-2.11,6.88,4.77,102.58,94.45,8.13
101,2014,Portland,WCC,15,16,75.1,72.0,3.03,1.73,5.12,-0.35,4.77,107.64,100.48,7.16
102,2014,Utah State,MWC,18,14,69.2,66.6,2.59,3.09,1.09,3.68,4.77,110.12,102.65,7.48
103,2014,Northwestern,Big Ten,14,19,59.5,63.4,-3.85,8.57,-7.29,12.01,4.72,98.65,92.10,6.56
104,2014,Vermont,AEC,22,11,70.7,60.6,10.12,-4.57,-1.11,5.63,4.52,106.92,98.43,8.49
105,2014,Wyoming,MWC,18,15,64.5,61.7,2.88,2.34,-4.58,8.98,4.40,103.72,96.65,7.07
106,2014,UTEP,CUSA,23,11,69.0,63.3,5.74,0.05,-1.65,6.04,4.39,103.94,96.76,7.18
107,2014,Cleveland State,Horizon,21,12,73.0,66.2,6.79,-0.52,0.72,3.66,4.38,107.40,99.93,7.47
108,2014,UC Irvine,Big West,23,12,70.5,63.7,6.77,-0.65,-3.00,7.35,4.35,101.38,93.36,8.02
109,2014,UC Santa Barbara,Big West,21,9,71.2,65.3,5.90,-0.13,1.12,3.11,4.23,108.68,102.30,6.38
110,2014,La Salle,A-10,15,16,67.7,68.4,-0.65,4.75,-0.65,4.76,4.10,103.72,97.09,6.63
111,2014,North Carolina Central,MEAC,28,6,73.9,59.5,14.41,-8.03,-0.99,4.96,3.97,105.17,98.50,6.67
112,2014,Fresno State,MWC,21,18,72.7,70.5,2.26,3.75,4.87,-1.27,3.59,108.57,102.33,6.24
113,2014,Buffalo,MAC (East),19,10,73.5,67.3,6.21,-2.13,3.58,0.00,3.58,106.71,100.64,6.08
114,2014,Hawaii,Big West,20,11,80.0,73.2,6.74,-1.68,6.86,-3.43,3.43,108.61,103.33,5.28
115,2014,Toledo,MAC (West),27,7,79.2,73.2,6.00,-1.46,8.71,-5.41,3.30,112.69,107.24,5.45
116,2014,Belmont,OVC (East),26,10,79.9,73.9,5.97,-1.88,7.63,-4.34,3.29,111.43,105.93,5.49
117,2014,Colorado State,MWC,16,16,73.3,69.7,3.66,2.16,3.51,-0.22,3.29,109.50,103.57,5.93
118,2014,Indiana State,MVC,23,11,71.1,68.5,2.59,1.19,0.84,2.45,3.29,105.15,99.52,5.63
119,2014,Boston College,ACC,8,24,68.7,73.6,-4.91,8.62,3.51,-0.50,3.01,113.27,108.52,4.75
120,2014,Princeton,Ivy,21,9,70.6,64.4,6.23,-2.40,-0.97,3.99,3.01,104.50,98.65,5.84
121,2014,Louisiana,Sun Belt,23,12,81.0,75.2,5.77,-0.28,8.10,-5.19,2.91,107.76,103.43,4.32
122,2014,Rhode Island,A-10,14,18,67.8,68.1,-0.28,3.26,-1.27,4.14,2.87,102.25,97.37,4.88
123,2014,Delaware,CAA,25,10,79.5,75.7,3.83,-1.10,9.67,-6.94,2.73,109.03,104.91,4.12
124,2014,Ohio,MAC (East),25,12,71.5,67.0,4.51,-1.17,0.40,2.29,2.70,104.22,99.46,4.76
125,2014,Temple,AAC,9,22,73.9,78.1,-4.19,6.88,7.19,-4.50,2.69,109.52,105.13,4.39
126,2014,Houston,AAC,17,16,71.1,73.0,-1.94,4.62,4.14,-1.45,2.68,109.06,104.23,4.83
127,2014,Southern California,Pac-12,11,21,70.6,75.3,-4.75,8.02,3.67,-1.08,2.60,102.99,98.50,4.49
128,2014,Central Florida,AAC,13,18,72.7,73.6,-0.90,5.14,4.48,-2.13,2.35,106.13,102.26,3.87
129,2014,Columbia,Ivy,21,13,68.0,63.3,4.76,-1.92,-3.53,5.73,2.21,105.46,100.85,4.61
130,2014,San Diego,WCC,18,17,67.5,65.2,2.26,1.97,-3.82,5.98,2.16,103.34,99.51,3.83
131,2014,George Mason,A-10,11,20,69.5,72.0,-2.55,4.58,1.03,1.00,2.03,103.27,99.43,3.84
132,2014,Nevada,MWC,15,17,72.4,73.9,-1.50,3.48,3.65,-1.67,1.98,107.55,104.05,3.50
133,2014,Virginia Tech,ACC,9,22,62.9,67.0,-4.10,5.99,-3.82,5.72,1.90,99.94,97.41,2.53
134,2014,Eastern Michigan,MAC (West),22,15,65.5,61.4,4.14,0.67,-6.54,8.33,1.79,95.64,92.18,3.46
135,2014,Boston University,Patriot,24,11,71.2,67.0,4.17,-2.40,1.02,0.75,1.77,103.29,100.13,3.16
136,2014,Pacific,WCC,18,16,73.1,74.2,-1.15,3.25,4.02,-2.28,1.74,108.60,105.54,3.06
137,2014,Western Michigan,MAC (West),23,10,71.9,67.7,4.18,-1.45,1.13,0.60,1.73,103.47,100.52,2.96
138,2014,DePaul,Big East,12,21,69.4,75.4,-5.97,7.47,3.06,-1.56,1.50,105.05,102.93,2.12
139,2014,Long Beach State,Big West,15,17,69.9,70.5,-0.59,2.71,-0.01,1.45,1.44,103.01,100.45,2.56
140,2014,Washington State,Pac-12,10,21,62.4,67.1,-4.74,7.24,-5.79,7.12,1.34,100.50,99.56,0.94
141,2014,Canisius,MAAC,21,13,78.3,75.6,2.68,-1.95,5.77,-4.53,1.24,109.37,106.87,2.51
142,2014,Drexel,CAA,16,14,68.8,67.3,1.47,-0.24,-0.98,2.21,1.23,102.55,99.86,2.68
143,2014,Akron,MAC (East),21,13,68.6,66.9,1.65,-0.48,-1.23,2.39,1.16,102.38,100.12,2.25
144,2014,Illinois State,MVC,18,16,68.3,68.5,-0.18,1.77,-0.31,1.39,1.08,99.64,97.03,2.61
145,2014,Murray State,OVC (West),23,11,77.9,71.9,5.91,-3.58,3.35,-2.37,0.98,105.94,104.13,1.81
146,2014,Santa Clara,WCC,14,19,70.9,70.5,0.45,3.01,0.36,0.52,0.88,105.62,103.71,1.91
147,2014,Denver,Summit,16,15,65.9,64.5,1.45,-0.42,-4.56,5.40,0.84,108.62,106.81,1.81
148,2014,Davidson,Southern,20,13,78.5,72.8,5.67,-3.73,6.25,-5.44,0.81,109.89,107.39,2.50
149,2014,Missouri State,MVC,20,13,68.5,68.2,0.33,1.22,-0.31,1.12,0.81,104.88,103.53,1.35
150,2014,Pepperdine,WCC,15,16,71.2,72.5,-1.32,2.60,1.88,-1.08,0.80,105.67,103.68,1.99
151,2014,UAB,CUSA,18,13,73.1,70.3,2.77,-0.77,1.91,-1.13,0.78,101.75,99.87,1.88
152,2014,American,Patriot,20,13,63.1,59.1,3.94,-3.25,-7.93,8.62,0.69,100.83,98.72,2.11
153,2014,Duquesne,A-10,13,17,73.3,73.7,-0.37,1.03,4.85,-4.19,0.66,108.36,106.79,1.56
154,2014,Eastern Kentucky,OVC (East),24,10,78.7,70.9,7.82,-4.34,2.73,-2.13,0.60,108.97,107.49,1.48
155,2014,Towson,CAA,25,11,73.1,68.8,4.33,-3.06,0.75,-0.20,0.55,106.55,104.81,1.74
156,2014,Valparaiso,Horizon,18,16,71.7,67.1,4.59,-0.24,-1.54,1.74,0.21,102.15,101.11,1.04
157,2014,Wright State,Horizon,21,15,67.2,62.1,5.14,-2.80,-6.22,6.43,0.21,98.25,96.50,1.74
158,2014,Quinnipiac,MAAC,20,12,78.8,76.5,2.28,-2.41,6.52,-6.65,-0.13,106.91,106.44,0.47
159,2014,South Dakota State,Summit,19,13,72.3,68.7,3.66,-1.93,0.67,-0.84,-0.17,104.05,103.43,0.61
160,2014,Purdue-Fort Wayne,Summit,25,11,77.1,71.0,6.08,-3.87,3.37,-3.57,-0.20,106.96,106.63,0.33
161,2014,Rutgers,AAC,12,21,71.1,76.2,-5.09,5.80,2.03,-2.32,-0.29,104.10,103.68,0.43
162,2014,Arkansas State,Sun Belt,19,13,76.0,71.8,4.16,-3.18,3.44,-3.88,-0.44,103.12,103.47,-0.35
163,2014,Southern Illinois,MVC,14,19,66.9,66.9,0.00,0.23,-3.48,3.02,-0.46,103.09,103.46,-0.37
164,2014,Loyola Marymount,WCC,13,19,73.3,77.1,-3.84,4.03,3.75,-4.24,-0.49,103.71,103.81,-0.10
165,2014,South Florida,AAC,12,20,65.6,70.8,-5.13,4.60,-2.13,1.61,-0.52,100.28,100.69,-0.41
166,2014,Charlotte,CUSA,17,14,71.5,71.6,-0.19,-0.50,1.37,-2.06,-0.69,101.28,101.31,-0.04
167,2014,Drake,MVC,15,16,68.3,68.2,0.03,1.03,-2.12,1.36,-0.77,103.64,104.40,-0.76
168,2014,Mississippi State,SEC,14,19,67.7,71.3,-3.61,2.75,-0.66,-0.20,-0.86,99.96,100.60,-0.64
169,2014,Siena,MAAC,20,18,69.3,70.1,-0.71,-0.15,-2.61,1.75,-0.86,99.03,99.14,-0.11
170,2014,Weber State,Big Sky,19,12,72.7,66.5,6.23,-4.23,-1.35,0.43,-0.92,104.30,105.15,-0.86
171,2014,Old Dominion,CUSA,18,18,64.2,64.5,-0.31,-0.81,-5.97,4.86,-1.12,97.77,98.82,-1.05
172,2014,Omaha,Summit,17,15,79.9,75.1,4.81,-2.78,7.41,-8.60,-1.19,102.44,104.02,-1.59
173,2014,Bucknell,Patriot,16,14,65.9,64.1,1.83,-3.14,-4.74,3.44,-1.30,100.36,101.10,-0.74
174,2014,TCU,Big 12,9,22,63.6,72.5,-8.84,7.90,-4.07,2.74,-1.33,99.32,101.41,-2.09
175,2014,Cal Poly,Big West,14,20,63.0,63.6,-0.65,1.69,-9.08,7.74,-1.34,100.55,101.80,-1.25
176,2014,Brown,Ivy,15,14,71.2,67.3,3.93,-4.04,-0.19,-1.25,-1.44,97.50,98.93,-1.43
177,2014,Western Kentucky,Sun Belt,20,12,68.6,67.6,1.06,-1.34,-3.92,2.45,-1.47,98.65,100.19,-1.54
178,2014,William & Mary,CAA,20,12,73.1,71.3,1.84,-2.29,2.00,-3.49,-1.48,109.71,111.62,-1.91
179,2014,Milwaukee,Horizon,21,14,70.4,70.5,-0.11,-0.44,-0.11,-1.42,-1.53,101.07,102.55,-1.47
180,2014,Holy Cross,Patriot,20,14,67.0,65.3,1.71,-3.28,-3.49,1.91,-1.58,100.77,101.89,-1.13
181,2014,Yale,Ivy,19,14,66.9,66.1,0.82,-1.28,-4.44,2.79,-1.66,99.77,101.49,-1.72
182,2014,Stony Brook,AEC,23,11,71.4,66.3,5.09,-6.47,-1.16,-0.55,-1.71,102.51,103.90,-1.39
183,2014,Kent State,MAC (East),16,16,69.6,68.4,1.25,-1.94,-0.93,-0.88,-1.81,101.83,103.76,-1.93
184,2014,Morehead State,OVC (East),20,14,76.6,73.0,3.53,-3.10,1.89,-3.77,-1.88,100.21,102.99,-2.78
185,2014,Florida Gulf Coast,A-Sun,22,13,71.5,66.8,4.71,-5.76,-3.10,1.13,-1.97,97.73,100.20,-2.46
186,2014,College of Charleston,CAA,14,18,63.0,62.7,0.31,-1.89,-8.13,6.11,-2.02,95.63,98.62,-2.99
187,2014,South Carolina Upstate,A-Sun,19,15,73.3,67.1,6.18,-4.61,-1.62,-0.39,-2.02,101.80,103.88,-2.08
188,2014,Oakland,Horizon,13,20,74.4,77.4,-3.00,2.78,4.98,-7.20,-2.23,107.64,110.27,-2.63
189,2014,Youngstown State,Horizon,15,17,76.9,74.1,2.84,-1.26,3.60,-5.90,-2.30,105.22,107.66,-2.44
190,2014,Colgate,Patriot,13,18,69.6,67.2,2.42,-4.08,-0.79,-1.73,-2.51,106.18,108.84,-2.67
191,2014,Bradley,MVC,12,20,63.6,66.0,-2.41,-0.31,-6.29,3.58,-2.72,98.10,102.12,-4.03
192,2014,Oral Roberts,Southland,17,16,71.4,69.3,2.12,-4.43,-1.27,-1.67,-2.94,104.30,107.52,-3.23
193,2014,Northeastern,CAA,11,21,65.9,68.7,-2.81,-0.30,-4.05,0.93,-3.11,98.92,103.10,-4.18
194,2014,Evansville,MVC,14,19,69.4,72.2,-2.82,1.20,-0.27,-2.85,-3.12,101.06,105.10,-4.04
195,2014,Fordham,A-10,10,21,71.7,78.0,-6.29,3.14,4.13,-7.29,-3.16,106.41,109.68,-3.28
196,2014,Detroit Mercy,Horizon,13,19,71.1,70.8,0.25,-0.25,-0.92,-2.33,-3.25,98.42,102.26,-3.84
197,2014,Albany (NY),AEC,19,15,65.9,63.9,1.91,-5.22,-6.24,2.93,-3.31,99.03,102.75,-3.72
198,2014,Bowling Green State,MAC (East),12,20,62.7,64.2,-1.50,-0.20,-8.11,4.66,-3.45,91.16,95.47,-4.31
199,2014,Robert Morris,NEC,22,14,72.0,71.8,0.28,-3.79,-1.68,-1.84,-3.52,102.21,106.25,-4.04
200,2014,Northern Illinois,MAC (West),15,17,62.3,62.9,-0.63,-1.28,-9.91,6.37,-3.54,91.87,96.43,-4.56
201,2014,Northwestern State,Southland,17,14,86.6,83.8,2.81,-4.66,12.15,-15.73,-3.59,105.28,109.33,-4.05
202,2014,Wagner,NEC,19,12,71.5,68.5,3.06,-6.73,-3.63,-0.20,-3.83,94.22,98.98,-4.76
203,2014,Elon,Southern,18,14,74.8,71.3,3.47,-4.50,-2.08,-1.94,-4.02,101.35,106.36,-5.01
204,2014,Air Force,MWC,12,18,66.0,69.1,-3.13,1.71,-4.70,0.63,-4.08,99.11,104.75,-5.65
205,2014,East Carolina,CUSA,17,17,72.9,70.9,1.94,-2.41,-0.98,-3.10,-4.08,103.51,109.74,-6.23
206,2014,Southern,SWAC,19,13,71.2,62.7,8.50,-7.95,-5.63,1.41,-4.22,93.70,98.81,-5.11
207,2014,Bryant,NEC,18,14,73.5,72.0,1.47,-4.89,0.68,-4.92,-4.25,102.11,107.43,-5.32
208,2014,Wofford,Southern,20,13,66.8,62.2,4.58,-5.95,-9.66,5.35,-4.32,97.09,102.74,-5.66
209,2014,Northern Colorado,Big Sky,18,14,73.9,70.3,3.63,-6.09,-0.36,-3.97,-4.33,106.79,112.35,-5.56
210,2014,Rider,MAAC,14,17,73.9,76.6,-2.65,-1.69,1.78,-6.11,-4.34,104.22,110.16,-5.94
211,2014,Miami (OH),MAC (East),13,18,65.3,69.7,-4.42,0.13,-4.46,0.09,-4.37,96.59,102.30,-5.71
212,2014,Marshall,CUSA,11,22,72.3,72.0,0.30,-1.32,-0.84,-3.58,-4.42,98.01,103.61,-5.61
213,2014,Utah Valley,WAC,20,12,67.5,65.4,2.13,-3.65,-7.31,2.88,-4.42,99.10,104.87,-5.78
214,2014,Sam Houston State,Southland,24,11,75.6,69.5,6.17,-7.60,-0.88,-3.57,-4.45,101.95,107.10,-5.15
215,2014,Montana,Big Sky,17,13,70.8,69.0,1.77,-5.23,-3.80,-0.72,-4.52,105.21,110.87,-5.65
216,2014,St. Francis (NY),NEC,18,14,69.0,66.8,2.13,-5.90,-5.40,0.76,-4.64,94.50,100.29,-5.79
217,2014,North Texas,CUSA,16,16,69.6,72.3,-2.66,-1.53,-1.71,-2.96,-4.67,96.89,102.50,-5.61
218,2014,Loyola (IL),MVC,10,22,65.8,68.7,-2.94,-1.14,-4.71,-0.04,-4.75,99.90,106.52,-6.62
219,2014,Dartmouth,Ivy,12,16,68.0,66.6,1.46,-3.24,-4.55,-0.31,-4.85,101.27,107.23,-5.96
220,2014,Cal State Bakersfield,WAC,13,19,69.2,68.4,0.81,-4.31,-5.01,0.15,-4.86,98.32,104.73,-6.42
221,2014,Cal State Northridge,Big West,17,18,76.8,77.5,-0.66,-3.29,4.37,-9.26,-4.89,103.27,109.90,-6.63
222,2014,UT Arlington,Sun Belt,15,17,76.3,77.8,-1.41,-0.92,4.40,-9.31,-4.92,102.98,109.25,-6.27
223,2014,Marist,MAAC,12,19,68.4,72.0,-3.68,-1.27,-3.92,-1.02,-4.94,97.27,103.56,-6.29
224,2014,Cal State Fullerton,Big West,11,20,67.5,71.5,-3.97,-1.12,-2.86,-2.23,-5.08,98.94,105.75,-6.82
225,2014,South Alabama,Sun Belt,11,20,68.9,70.4,-1.48,-0.51,-3.09,-1.99,-5.08,98.99,106.56,-7.57
226,2014,Florida Atlantic,CUSA,10,22,66.3,68.5,-2.25,-0.42,-5.61,0.49,-5.12,98.08,104.94,-6.86
227,2014,Hampton,MEAC,18,13,73.0,70.2,2.74,-7.91,-0.73,-4.44,-5.17,92.05,99.30,-7.25
228,2014,Coastal Carolina,Big South (South),21,13,72.3,68.4,3.88,-6.31,-5.00,-0.21,-5.21,94.68,101.56,-6.88
229,2014,Louisiana-Monroe,Sun Belt,10,17,64.4,68.6,-4.19,0.02,-8.58,3.37,-5.21,94.73,102.98,-8.25
230,2014,Charleston Southern,Big South (South),13,18,81.4,72.3,9.06,-5.75,1.84,-7.11,-5.27,103.04,110.14,-7.10
231,2014,Eastern Washington,Big Sky,15,16,76.2,75.1,1.06,-4.15,3.92,-9.25,-5.32,102.62,109.46,-6.84
232,2014,Little Rock,Sun Belt,15,17,71.5,74.1,-2.59,-1.09,-0.44,-4.95,-5.39,97.34,103.98,-6.64
233,2014,Florida International,CUSA,15,16,68.6,70.0,-1.35,-1.58,-3.12,-2.29,-5.40,98.55,105.34,-6.79
234,2014,Southeast Missouri State,OVC (West),18,14,82.9,78.6,4.38,-6.59,6.60,-12.10,-5.49,105.18,112.37,-7.19
235,2014,VMI,Big South (North),22,13,88.3,82.6,5.66,-6.33,11.09,-16.62,-5.53,102.94,110.75,-7.81
236,2014,Morgan State,MEAC,15,16,71.5,72.2,-0.77,-5.03,-0.36,-5.45,-5.81,97.41,105.20,-7.80
237,2014,Seattle,WAC,13,17,71.3,70.6,0.67,-4.11,-3.10,-2.76,-5.86,97.60,104.48,-6.88
238,2014,Saint Peter's,MAAC,14,17,63.3,65.9,-2.61,-3.27,-10.37,4.49,-5.88,94.45,102.55,-8.10
239,2014,East Tennessee State,A-Sun,19,16,76.8,76.1,0.74,-6.08,1.66,-7.59,-5.93,100.62,108.25,-7.63
240,2014,Army,Patriot,15,16,72.4,73.2,-0.81,-4.66,1.02,-7.18,-6.16,101.69,109.79,-8.10
241,2014,Troy,Sun Belt,11,20,68.4,70.0,-1.61,-2.90,-4.74,-1.43,-6.17,98.97,107.60,-8.62
242,2014,Mount St. Mary's,NEC,16,17,75.9,77.8,-1.88,-4.44,3.42,-9.74,-6.32,103.50,111.59,-8.09
243,2014,Grand Canyon,WAC,15,15,72.1,71.7,0.37,-3.51,-1.25,-5.16,-6.40,100.70,109.36,-8.66
244,2014,Texas A&M-Corpus Christi,Southland,18,16,69.1,68.0,1.12,-6.69,-7.17,0.76,-6.41,100.38,108.33,-7.95
245,2014,Idaho,WAC,16,18,72.4,74.6,-2.21,-3.72,-0.08,-6.33,-6.42,102.09,110.83,-8.74
246,2014,Idaho State,Big Sky,11,18,70.8,70.2,0.62,-4.72,-3.28,-3.14,-6.42,100.19,109.21,-9.03
247,2014,Winthrop,Big South (South),20,13,74.0,71.4,2.64,-6.56,-2.19,-4.24,-6.43,99.82,108.52,-8.71
248,2014,Lehigh,Patriot,14,18,66.3,69.0,-2.69,-3.83,-5.87,-0.65,-6.52,94.33,103.28,-8.94
249,2014,Hofstra,CAA,10,23,68.5,73.2,-4.67,-1.89,-2.46,-4.10,-6.56,101.83,111.36,-9.53
250,2014,Pennsylvania,Ivy,8,20,68.3,74.8,-6.57,-0.01,-2.09,-4.49,-6.59,95.94,104.53,-8.60
251,2014,Northern Arizona,Big Sky,15,17,67.0,68.4,-1.41,-4.37,-6.54,-0.06,-6.60,98.03,106.94,-8.91
252,2014,Hartford,AEC,17,16,65.5,66.0,-0.45,-6.18,-6.64,0.01,-6.63,98.29,107.28,-8.99
253,2014,Western Carolina,Southern,19,15,74.2,72.6,1.62,-6.43,-0.74,-6.01,-6.75,99.34,108.54,-9.20
254,2014,UNC Asheville,Big South (South),17,15,77.7,75.8,1.94,-5.50,3.25,-10.06,-6.81,102.27,111.81,-9.54
255,2014,North Dakota,Big Sky,17,17,74.3,74.6,-0.32,-3.78,1.14,-7.98,-6.84,101.51,110.83,-9.32
256,2014,Monmouth,MAAC,11,21,69.0,73.1,-4.06,-2.90,-4.18,-2.78,-6.96,94.07,103.66,-9.59
257,2014,South Dakota,Summit,12,18,69.5,71.7,-2.27,-0.81,-2.95,-4.12,-7.07,98.59,108.09,-9.51
258,2014,Illinois-Chicago,Horizon,6,25,66.8,72.5,-5.71,0.63,-4.08,-3.08,-7.17,97.91,107.78,-9.87
259,2014,Gardner-Webb,Big South (South),18,15,73.5,70.0,3.52,-6.90,-3.65,-3.69,-7.33,94.96,104.66,-9.70
260,2014,Fairfield,MAAC,7,25,63.4,70.0,-6.56,-0.81,-8.12,0.75,-7.37,92.40,102.61,-10.22
261,2014,North Florida,A-Sun,16,16,72.4,74.3,-1.84,-3.32,-0.59,-6.93,-7.52,99.72,109.72,-10.00
